ID,answer
TG_E_S_20230309,3925.524714
TG_A_J_20230310,4078.800323
TG_A_S_20230310,4436.7467
TG_B_J_20230310,3934.424185
TG_B_S_20230310,4499.782729
TG_C_J_20230310,5503.290649
TG_C_S_20230310,4863.504355
TG_D_J_20230310,643.3077605
TG_D_S_20230310,4790.835013
TG_E_J_20230310,861.4514804
TG_E_S_20230310,3973.168814
TG_A_J_20230311,3338.582219
TG_A_S_20230311,4339.825832
TG_B_J_20230311,3042.655122
TG_B_S_20230311,4239.341067
TG_C_J_20230311,5352.351724
TG_C_S_20230311,4774.065813
TG_D_J_20230311,487.9528096
TG_D_S_20230311,4256.006593
TG_E_J_20230311,772.5050068
TG_E_S_20230311,3675.262419
TG_A_J_20230312,5.881586436
TG_A_S_20230312,0.886099758
TG_B_J_20230312,27.9170143
TG_B_S_20230312,8.048147614
TG_C_J_20230312,12.2869396
TG_C_S_20230312,6.578757461
TG_D_J_20230312,0
TG_D_S_20230312,8.328190398
TG_E_J_20230312,0
TG_E_S_20230312,1.720359659
TG_A_J_20230313,4001.686947
TG_A_S_20230313,4622.355626
TG_B_J_20230313,3134.612906
TG_B_S_20230313,4127.657417
TG_C_J_20230313,4187.614909
TG_C_S_20230313,4479.994752
TG_D_J_20230313,479.5817737
TG_D_S_20230313,3472.372368
TG_E_J_20230313,1053.024565
TG_E_S_20230313,3863.620868
TG_A_J_20230314,3886.889681
TG_A_S_20230314,4739.844309
TG_B_J_20230314,3411.819899
TG_B_S_20230314,4431.415543
TG_C_J_20230314,4193.832933
TG_C_S_20230314,4721.740855
TG_D_J_20230314,169.5633591
TG_D_S_20230314,3891.421369
TG_E_J_20230314,934.116115
TG_E_S_20230314,3879.493144
TG_A_J_20230315,3598.767848
TG_A_S_20230315,4559.449613
TG_B_J_20230315,2925.32919
TG_B_S_20230315,4213.020423
TG_C_J_20230315,4353.3552
TG_C_S_20230315,4569.966087
TG_D_J_20230315,78.67073614
TG_D_S_20230315,3704.743208
TG_E_J_20230315,713.1642187
TG_E_S_20230315,4054.006456
TG_A_J_20230316,3579.823092
TG_A_S_20230316,4494.398311
TG_B_J_20230316,2966.843549
TG_B_S_20230316,4329.95042
TG_C_J_20230316,5130.583992
TG_C_S_20230316,5156.192296
TG_D_J_20230316,45.11178362
TG_D_S_20230316,4063.131354
TG_E_J_20230316,882.5489925
TG_E_S_20230316,4219.83279
TG_A_J_20230317,4252.516928
TG_A_S_20230317,4594.68179
TG_B_J_20230317,3459.987595
TG_B_S_20230317,4445.873861
TG_C_J_20230317,6119.381801
TG_C_S_20230317,5241.125461
TG_D_J_20230317,527.6093923
TG_D_S_20230317,4136.258327
TG_E_J_20230317,1307.235974
TG_E_S_20230317,4186.835029
TG_A_J_20230318,3399.352726
TG_A_S_20230318,4575.928638
TG_B_J_20230318,2558.39487
TG_B_S_20230318,4366.875986
TG_C_J_20230318,6444.329907
TG_C_S_20230318,5377.687139
TG_D_J_20230318,357.0567619
TG_D_S_20230318,3921.088632
TG_E_J_20230318,736.3597921
TG_E_S_20230318,3899.985108
TG_A_J_20230319,18.13652946
TG_A_S_20230319,5.032515102
TG_B_J_20230319,0.074603525
TG_B_S_20230319,9.277383156
TG_C_J_20230319,40.1553761
TG_C_S_20230319,13.68345766
TG_D_J_20230319,0
TG_D_S_20230319,2.702848958
TG_E_J_20230319,0
TG_E_S_20230319,7.674250617
TG_A_J_20230320,4099.97123
TG_A_S_20230320,4886.56013
TG_B_J_20230320,3936.350856
TG_B_S_20230320,4986.3005
TG_C_J_20230320,5300.347374
TG_C_S_20230320,5166.912984
TG_D_J_20230320,259.0494685
TG_D_S_20230320,3858.835469
TG_E_J_20230320,539.400233
TG_E_S_20230320,4141.409336
TG_A_J_20230321,4658.014292
TG_A_S_20230321,5174.99674
TG_B_J_20230321,4130.421763
TG_B_S_20230321,4983.866096
TG_C_J_20230321,5725.219292
TG_C_S_20230321,5371.674911
TG_D_J_20230321,435.8498973
TG_D_S_20230321,4160.832191
TG_E_J_20230321,1266.472445
TG_E_S_20230321,4392.16442
TG_A_J_20230322,4144.415241
TG_A_S_20230322,4904.039323
TG_B_J_20230322,3362.098476
TG_B_S_20230322,4744.754758
TG_C_J_20230322,5084.018507
TG_C_S_20230322,5033.714842
TG_D_J_20230322,263.3512013
TG_D_S_20230322,3950.706184
TG_E_J_20230322,1239.304177
TG_E_S_20230322,4300.843639
TG_A_J_20230323,4590.069197
TG_A_S_20230323,4913.809284
TG_B_J_20230323,3621.192693
TG_B_S_20230323,5023.353618
TG_C_J_20230323,5763.051807
TG_C_S_20230323,5410.531251
TG_D_J_20230323,321.0922829
TG_D_S_20230323,4318.978018
TG_E_J_20230323,1826.29019
TG_E_S_20230323,4782.487121
TG_A_J_20230324,5217.917045
TG_A_S_20230324,5177.239804
TG_B_J_20230324,3714.249346
TG_B_S_20230324,4928.382081
TG_C_J_20230324,6397.571589
TG_C_S_20230324,5421.914866
TG_D_J_20230324,1481.622654
TG_D_S_20230324,4538.315821
TG_E_J_20230324,1579.443785
TG_E_S_20230324,4592.282261
TG_A_J_20230325,4290.845262
TG_A_S_20230325,5097.057843
TG_B_J_20230325,3118.308669
TG_B_S_20230325,4898.046982
TG_C_J_20230325,6884.095878
TG_C_S_20230325,5560.103639
TG_D_J_20230325,1674.076427
TG_D_S_20230325,4482.672811
TG_E_J_20230325,1830.733852
TG_E_S_20230325,4359.769874
TG_A_J_20230326,30.12034791
TG_A_S_20230326,2.852270609
TG_B_J_20230326,12.54279314
TG_B_S_20230326,5.096164392
TG_C_J_20230326,29.86809222
TG_C_S_20230326,7.503845077
TG_D_J_20230326,0
TG_D_S_20230326,1.014447876
TG_E_J_20230326,20.91774021
TG_E_S_20230326,2.263457062
TG_A_J_20230327,4632.69103
TG_A_S_20230327,5444.260495
TG_B_J_20230327,4328.401099
TG_B_S_20230327,5356.990176
TG_C_J_20230327,6063.671941
TG_C_S_20230327,5773.941494
TG_D_J_20230327,609.3641453
TG_D_S_20230327,4279.938975
TG_E_J_20230327,1077.259275
TG_E_S_20230327,4533.301873
TG_A_J_20230328,4457.127887
TG_A_S_20230328,5288.408267
TG_B_J_20230328,3752.823925
TG_B_S_20230328,5233.187588
TG_C_J_20230328,4888.155583
TG_C_S_20230328,5457.087333
TG_D_J_20230328,430.1947804
TG_D_S_20230328,4298.065826
TG_E_J_20230328,1294.886305
TG_E_S_20230328,4406.550254
TG_A_J_20230329,4409.081786
TG_A_S_20230329,5044.753742
TG_B_J_20230329,2356.879192
TG_B_S_20230329,4727.453788
TG_C_J_20230329,5678.692149
TG_C_S_20230329,5498.66756
TG_D_J_20230329,978.2646299
TG_D_S_20230329,4056.295433
TG_E_J_20230329,1382.950205
TG_E_S_20230329,4319.457891
TG_A_J_20230330,5747.353783
TG_A_S_20230330,5087.906397
TG_B_J_20230330,4774.754804
TG_B_S_20230330,5440.319402
TG_C_J_20230330,5573.874925
TG_C_S_20230330,5564.75768
TG_D_J_20230330,1228.588333
TG_D_S_20230330,4267.055502
TG_E_J_20230330,1619.220982
TG_E_S_20230330,4636.90504
TG_A_J_20230331,6813.935154
TG_A_S_20230331,5403.967583
TG_B_J_20230331,5924.694342
TG_B_S_20230331,5474.998663
TG_C_J_20230331,7444.313258
TG_C_S_20230331,5365.656573
TG_D_J_20230331,3313.96052
TG_D_S_20230331,4727.895634
TG_E_J_20230331,2810.64281
TG_E_S_20230331,4715.201735
